date	DE1M_RGM1	JP1M_RJP1	TH1M_RTH1	US1M_RUS1		de3m_RGM3	jp3m_RJP3	th3m_RTH3	us3m_RUS3		dem_SGM	jpy_SJP	thb_STH
4/30/92	9.750	4.750	10.000	3.938		9.813	4.750	10.500	4.063		1.653	133.300	25.640
5/1/92	9.813	4.813	NA	4.000		9.813	4.750	NA	4.125		1.641	132.750	25.640
5/4/92	NA	NA	10.000	NA		NA	NA	10.500	NA		1.644	132.700	25.590
5/5/92	9.875	4.813	NA	3.938		9.875	4.750	NA	4.063		1.642	133.070	25.610
5/6/92	9.875	4.813	10.000	3.875		9.875	4.750	10.500	4.000		1.632	132.500	25.610
5/7/92	9.875	4.813	10.000	3.813		9.875	4.750	10.500	3.938		1.636	132.700	25.610
5/8/92	9.875	4.813	10.000	3.875		9.875	4.750	10.500	3.875		1.647	133.400	25.600
5/11/92	9.813	4.750	10.000	3.813		9.813	4.750	10.500	3.938		1.642	133.170	25.595
5/12/92	9.750	4.750	10.000	3.813		9.750	4.750	10.500	3.875		1.622	130.500	25.630
5/13/92	9.875	4.750	10.000	3.813		9.875	4.750	10.500	3.875		1.622	130.400	25.630
5/14/92	9.750	4.750	10.000	3.813		9.813	4.688	10.500	3.875		1.613	130.200	25.550
5/15/92	9.750	4.813	10.000	3.875		9.875	4.625	10.500	3.875		1.615	130.250	25.510
5/18/92	9.813	4.750	NA	3.938		9.813	4.625	NA	3.938		1.595	128.800	25.540
5/19/92	9.750	4.813	10.000	3.875		9.750	4.750	10.500	3.813		1.591	129.100	25.530
5/20/92	9.750	4.750	10.000	3.750		9.750	4.750	10.500	3.813		1.601	129.580	25.490
5/21/92	9.688	4.750	11.500	3.875		9.750	4.750	11.500	3.938		1.615	130.250	25.510
5/22/92	9.688	4.750	11.500	3.938		9.750	4.750	11.500	4.000		1.619	129.400	25.510
5/25/92	NA	NA	11.500	3.938		NA	NA	11.500	4.000		1.614	129.150	25.510
5/26/92	9.688	4.813	11.500	3.938		9.688	4.750	11.500	4.000		1.608	129.330	25.450
5/27/92	9.750	4.750	11.500	4.063		9.750	4.750	11.500	4.063		1.634	129.950	25.490
5/28/92	9.188	4.750	11.500	4.063		9.750	4.750	11.500	4.063		1.627	129.620	25.490
5/29/92	9.750	4.750	11.500	4.000		9.750	4.750	11.500	4.063		1.607	127.750	25.540
6/1/92	9.750	4.813	11.500	3.938		9.750	4.750	11.500	3.938		1.611	127.450	25.490
6/2/92	9.750	4.813	11.000	4.000		9.750	4.688	10.500	4.063		1.607	127.530	25.420
6/3/92	9.750	4.750	11.000	4.000		9.750	4.688	10.500	4.000		1.604	127.800	25.440
6/4/92	9.625	4.750	11.000	4.000		9.625	4.688	10.500	4.063		1.600	127.570	25.440
6/5/92	9.688	4.750	11.000	4.000		9.688	4.688	10.500	4.063		1.588	126.800	25.460
6/8/92	9.688	4.750	11.000	3.938		9.688	4.750	10.500	4.000		1.590	127.200	25.430
6/9/92	9.750	4.750	11.000	3.938		9.750	4.750	11.000	4.000		1.591	127.550	25.420
6/10/92	9.750	4.750	11.000	4.063		9.688	4.688	11.000	4.000		1.594	127.650	25.420
6/11/92	9.750	4.750	11.000	3.875		9.750	4.625	11.000	3.938		1.579	126.750	25.440
6/12/92	9.688	4.750	11.000	3.938		9.688	4.625	11.000	4.063		1.577	126.650	25.440
6/15/92	9.750	4.750	11.000	3.938		9.750	4.625	11.000	4.000		1.571	126.800	25.390
6/16/92	9.750	4.750	11.000	3.938		9.750	4.625	11.000	4.000		1.568	126.700	25.390
6/17/92	9.688	4.750	11.000	3.875		9.688	4.625	11.500	3.938		1.578	127.050	25.400
6/18/92	9.750	4.688	11.000	3.938		9.750	4.563	11.500	3.938		1.565	126.650	25.370
6/19/92	9.750	4.750	11.500	3.875		9.750	4.563	11.250	3.938		1.571	126.930	25.370
6/22/92	9.750	4.563	11.500	4.000		9.688	4.500	11.250	4.000		1.566	127.100	25.410
6/23/92	9.688	4.688	11.500	3.938		9.813	4.500	11.250	4.000		1.565	127.230	25.420
6/24/92	9.750	4.688	11.500	3.938		9.813	4.563	11.250	4.000		1.552	126.680	25.390
6/25/92	9.750	4.688	11.250	3.875		9.813	4.500	11.250	3.938		1.542	125.450	25.400
6/26/92	9.750	4.688	11.000	3.875		9.750	4.500	11.250	3.938		1.539	125.720	25.380
6/29/92	9.813	4.688	11.000	3.875		9.813	4.500	11.000	3.938		1.517	125.250	25.330
6/30/92	9.813	4.688	10.000	3.938		9.813	4.500	11.000	3.938		1.524	125.870	25.330
7/1/92	9.813	4.688	NA	3.938		9.813	4.500	NA	3.938		1.518	124.920	25.300
7/2/92	9.750	4.625	10.500	3.875		9.750	4.500	11.000	3.875		1.514	124.600	25.225
7/3/92	9.688	4.500	10.500	3.563		9.688	4.375	11.000	3.625		1.517	124.800	25.300
7/6/92	9.688	4.500	10.500	3.563		9.688	4.438	11.000	3.625		1.513	124.550	25.270
7/7/92	9.688	4.563	10.500	3.500		9.688	4.375	10.750	3.563		1.500	124.420	25.310
7/8/92	9.750	4.625	10.500	3.438		9.688	4.438	10.750	3.438		1.497	124.850	25.270
7/9/92	9.750	4.625	10.500	3.438		9.750	4.500	10.750	3.500		1.518	125.800	25.240
7/10/92	9.750	4.625	10.000	3.438		9.750	4.438	10.500	3.438		1.496	125.400	25.270
7/13/92	9.813	4.563	10.000	3.438		9.813	4.438	10.500	3.438		1.479	124.950	25.320
7/14/92	9.813	4.625	10.000	3.375		9.813	4.500	10.500	3.500		1.491	126.000	25.270
7/15/92	9.813	4.563	10.000	3.438		9.813	4.500	10.500	3.438		1.478	125.000	25.260
7/16/92	9.875	4.625	10.000	3.375		9.875	4.500	10.500	3.438		1.476	125.450	25.250
7/17/92	9.813	4.625	10.000	3.438		9.813	4.500	10.500	3.438		1.460	124.550	25.270
7/20/92	9.813	4.625	10.000	3.438		9.875	4.438	10.500	3.438		1.482	125.250	25.260
7/21/92	9.813	4.563	10.000	3.375		9.875	4.438	10.500	3.438		1.489	125.300	25.220
7/22/92	9.750	4.500	10.000	3.438		9.813	4.375	10.500	3.438		1.489	126.900	25.290
7/23/92	9.688	4.500	10.000	3.375		9.750	4.375	10.500	3.500		1.484	126.630	25.290
7/24/92	9.750	4.500	10.000	3.375		9.813	4.375	10.500	3.438		1.505	128.100	25.320
7/27/92	9.625	4.063	9.500	3.438		9.750	4.063	10.000	3.438		1.481	127.550	25.280
7/28/92	9.688	4.063	9.500	3.438		9.750	4.063	10.000	3.500		1.473	127.390	25.260
7/29/92	9.750	4.063	9.500	3.313		9.813	4.031	10.000	3.375		1.482	127.830	25.300
7/30/92	9.750	4.125	9.500	3.375		9.750	4.063	10.000	3.438		1.477	127.550	25.400
7/31/92	9.750	4.125	9.500	3.375		9.813	4.063	10.000	3.438		1.475	127.200	25.350
8/3/92	9.813	4.188	9.500	3.438		9.875	4.063	10.000	3.438		1.475	127.180	25.330
8/4/92	9.813	4.188	9.500	3.438		9.875	4.063	10.000	3.438		1.477	127.250	25.330
8/5/92	9.813	4.063	9.500	3.438		9.875	4.063	10.000	3.438		1.482	127.600	25.320
8/6/92	9.750	4.063	9.500	3.438		9.875	4.063	10.000	3.438		1.477	127.700	25.330
8/7/92	9.750	4.125	9.500	3.438		9.875	4.125	10.000	3.438		1.468	127.480	25.330
8/10/92	9.750	4.063	9.500	3.375		9.813	4.063	10.000	3.375		1.464	127.920	25.330
8/11/92	9.750	4.063	9.500	3.375		9.813	4.000	10.000	3.438		1.466	128.000	25.330
8/12/92	9.813	4.063	NA	3.375		9.875	4.000	NA	3.438		1.463	127.270	25.310
8/13/92	9.750	4.063	9.500	3.375		9.813	4.000	10.000	3.438		1.456	126.370	25.310
8/14/92	9.875	4.125	9.500	3.375		9.875	3.938	10.000	3.438		1.466	126.050	25.280
8/17/92	9.875	4.125	9.500	3.375		9.938	3.938	10.000	3.250		1.465	125.690	25.280
8/18/92	9.875	4.125	9.500	3.375		9.938	3.875	10.000	3.438		1.457	126.170	25.280
8/19/92	9.938	4.125	9.500	3.375		10.000	3.813	10.000	3.438		1.452	126.530	25.280
8/20/92	9.938	4.125	10.000	3.375		10.000	3.875	10.500	3.438		1.447	126.500	25.280
8/21/92	9.938	4.125	10.000	3.438		9.938	3.875	10.500	3.438		1.429	125.730	25.240
8/24/92	9.938	4.125	10.000	3.375		9.875	3.875	10.500	3.438		1.402	124.530	25.280
8/25/92	9.875	3.938	10.000	3.500		9.875	3.750	10.500	3.375		1.400	124.510	25.200
8/26/92	9.813	4.000	10.000	3.438		9.875	3.813	10.500	3.500		1.406	124.820	25.150
8/27/92	9.813	4.125	10.000	3.500		9.875	3.938	10.500	3.500		1.409	124.780	25.180
8/28/92	9.813	4.250	10.250	3.500		9.875	3.938	10.750	3.500		1.408	123.300	25.150
8/31/92	NA	NA	10.250	NA		NA	NA	10.750	NA		1.403	123.080	25.110
9/1/92	9.813	4.313	10.250	3.500		9.875	4.000	10.750	3.500		1.390	122.880	25.150
9/2/92	9.813	4.250	10.250	3.438		9.875	3.938	10.750	3.500		1.392	123.120	25.100
9/3/92	9.813	4.313	10.250	3.438		9.875	3.938	10.750	3.500		1.412	124.150	25.130
9/4/92	9.813	4.313	11.000	3.438		9.875	3.938	11.000	3.438		1.402	123.140	25.160
9/7/92	9.688	4.313	11.000	3.250		9.750	3.938	11.000	3.250		1.403	123.500	25.120
9/8/92	9.688	4.313	11.000	3.188		9.750	4.000	11.000	3.188		1.394	122.870	25.100
9/9/92	9.750	4.313	11.000	3.188		9.750	4.000	11.000	3.188		1.413	123.370	25.130
9/10/92	9.750	4.375	10.500	3.188		9.750	4.000	10.750	3.188		1.414	123.000	25.170
9/11/92	9.750	4.375	11.000	3.188		9.750	4.000	11.000	3.188		1.447	124.310	25.200
9/14/92	9.313	4.313	11.000	3.125		9.313	3.938	11.000	3.125		1.488	124.480	25.200
9/15/92	9.375	4.313	11.000	3.125		9.375	3.938	11.000	3.125		1.494	124.340	25.250
9/16/92	9.313	4.313	11.000	3.188		9.313	3.938	11.000	3.188		1.513	125.500	25.300
9/17/92	8.875	4.375	11.000	3.188		9.000	4.125	11.000	3.188		1.484	124.400	25.350
9/18/92	8.875	4.375	11.000	3.250		9.000	4.125	11.000	3.250		1.502	124.480	25.400
9/21/92	8.813	4.375	10.500	3.188		8.875	4.125	11.000	3.125		1.483	123.730	25.320
9/22/92	8.813	4.375	10.500	3.375		8.875	4.125	11.000	3.313		1.492	121.040	25.300
9/23/92	8.313	4.375	10.250	3.375		8.563	4.125	10.500	3.375		1.498	120.070	25.300
9/24/92	8.375	4.438	10.250	3.375		8.563	4.125	10.500	3.375		1.486	120.490	25.250
9/25/92	8.750	4.438	10.250	3.313		8.750	4.125	10.500	3.250		1.480	120.710	25.250
9/28/92	9.000	4.188	10.250	3.250		8.938	4.000	10.500	3.250		1.453	119.710	25.250
9/29/92	9.063	4.125	10.250	3.188		9.125	3.938	10.500	3.250		1.413	119.310	25.200
9/30/92	9.250	4.125	10.500	3.125		9.125	3.938	10.750	3.125		1.412	120.070	25.150
10/1/92	9.125	4.125	NA	3.125		9.063	3.938	NA	3.125		1.425	119.870	25.170
10/2/92	9.125	4.125	11.000	3.000		9.000	3.875	11.000	3.250		1.406	119.350	25.150
10/5/92	9.063	4.125	11.000	3.125		8.938	3.938	11.000	3.188		1.419	119.780	25.100
10/6/92	9.000	4.125	9.500	3.063		8.875	3.938	10.000	3.188		1.427	119.740	25.150
10/7/92	8.875	4.125	11.000	3.125		8.813	3.938	11.000	3.250		1.450	120.450	25.160
10/8/92	9.000	4.125	10.500	3.188		8.875	3.938	11.000	3.313		1.484	122.050	25.230
10/9/92	9.000	4.125	9.500	3.188		8.875	3.938	10.000	3.313		1.487	121.840	25.250
10/12/92	9.063	4.125	10.500	3.188		8.875	3.938	11.000	3.375		1.467	120.750	25.230
10/13/92	9.125	4.063	10.500	3.250		8.938	3.938	11.000	3.438		1.467	121.380	25.280
10/14/92	9.125	4.063	10.500	3.313		9.000	3.938	11.000	3.438		1.461	121.140	25.250
10/15/92	9.125	4.125	10.000	3.250		9.000	3.938	10.500	3.375		1.455	120.230	25.230
10/16/92	9.063	4.000	10.000	3.250		8.938	3.875	10.500	3.438		1.478	119.410	25.240
10/19/92	8.875	4.063	10.000	3.250		8.813	3.875	10.500	3.500		1.500	120.570	25.050
10/20/92	8.750	4.000	10.000	3.375		8.688	3.875	10.500	3.688		1.519	122.500	25.300
10/21/92	8.750	4.000	10.000	3.313		8.625	3.875	10.500	3.625		1.523	122.650	25.320
10/22/92	8.875	4.000	10.000	3.250		8.813	3.875	10.500	3.500		1.508	120.750	25.320
10/23/92	8.875	4.000	NA	3.250		8.813	3.813	NA	3.563		1.528	121.630	25.320
10/26/92	8.875	4.000	10.000	3.313		8.750	3.813	10.500	3.625		1.536	122.050	25.320
10/27/92	8.938	4.000	10.000	3.313		8.813	3.813	10.500	3.625		1.529	122.200	25.350
10/28/92	8.938	4.000	10.000	3.250		8.875	3.875	10.500	3.563		1.546	123.190	25.350
10/29/92	9.063	3.875	10.000	3.250		9.000	3.750	10.500	3.625		1.538	123.270	25.390
10/30/92	9.125	3.938	10.000	3.250		9.063	3.750	10.500	3.563		1.541	123.450	25.390
11/2/92	9.125	3.938	10.000	3.250		9.000	3.813	10.500	3.625		1.566	123.750	25.379
11/3/92	9.063	3.875	9.500	3.250		8.938	3.750	11.000	3.625		1.567	122.650	25.280
11/4/92	9.063	3.938	9.500	3.188		8.938	3.813	10.000	3.563		1.577	123.200	25.280
11/5/92	9.000	4.000	9.500	3.188		9.000	3.813	10.000	3.563		1.582	122.840	25.280
11/6/92	8.938	4.000	9.500	3.188		8.938	3.813	10.000	3.563		1.598	123.440	25.280
11/9/92	9.000	4.000	9.500	3.250		8.938	3.813	10.000	3.688		1.605	124.250	25.450
11/10/92	9.000	4.000	9.500	3.250		8.938	3.813	10.000	3.750		1.595	124.250	25.440
11/11/92	9.000	4.000	9.500	3.250		8.938	3.813	10.000	3.688		1.586	124.100	25.450
11/12/92	9.000	3.938	9.000	3.250		9.000	3.813	9.500	3.750		1.580	123.920	25.470
11/13/92	9.000	3.938	9.000	3.250		9.000	3.813	9.500	3.688		1.570	124.030	25.470
11/16/92	9.000	3.938	9.000	3.250		9.000	3.813	9.500	3.875		1.594	124.780	25.500
11/17/92	8.938	3.875	9.000	3.250		9.000	3.750	9.500	4.000		1.593	124.350	25.530
11/18/92	8.938	3.875	9.000	3.250		9.000	3.813	9.500	3.938		1.590	123.750	25.530
11/19/92	8.875	3.875	9.000	3.188		8.938	3.813	9.500	3.875		1.573	123.480	25.500
11/20/92	8.875	3.875	9.000	3.188		8.875	3.813	9.500	3.875		1.606	124.330	25.450
11/23/92	8.750	3.875	9.500	3.188		8.750	3.813	10.000	3.875		1.599	124.130	25.500
11/24/92	8.813	3.875	9.500	3.188		8.813	3.813	10.000	3.938		1.595	123.880	25.500
11/25/92	8.813	3.875	9.500	3.188		8.813	3.813	10.000	3.875		1.587	123.770	25.500
11/26/92	8.813	3.938	9.500	3.188		8.875	3.875	10.000	3.938		1.597	124.150	25.500
11/27/92	9.125	4.000	9.500	4.125		8.938	3.813	10.000	3.938		1.601	124.450	25.510
11/30/92	9.125	4.000	9.500	4.250		8.938	3.813	10.000	4.000		1.590	124.750	25.550
12/1/92	9.250	4.000	9.500	4.250		9.000	3.750	10.000	4.000		1.573	124.150	25.550
12/2/92	9.250	4.000	9.500	4.125		9.063	3.750	10.000	3.938		1.575	124.490	25.550
12/3/92	9.250	4.000	9.500	4.125		9.000	3.750	10.000	3.875		1.584	124.700	25.520
12/4/92	9.125	3.938	9.500	4.063		8.938	3.750	10.000	3.813		1.593	124.950	25.500
12/7/92	9.125	3.938	NA	4.000		8.938	3.750	NA	3.750		1.559	123.830	25.500
12/8/92	9.188	3.938	9.500	3.875		9.000	3.750	10.000	3.688		1.558	123.800	25.500
12/9/92	9.188	3.938	10.500	3.750		9.000	3.750	10.000	3.625		1.573	124.050	25.470
12/10/92	9.188	3.938	NA	3.750		9.000	3.750	NA	3.625		1.582	123.710	25.470
12/11/92	9.250	3.938	10.500	3.688		9.000	3.750	10.000	3.625		1.579	123.920	25.470
12/14/92	9.250	3.938	10.500	3.688		9.063	3.750	10.000	3.625		1.571	123.700	25.470
12/15/92	9.313	3.938	10.500	3.688		9.125	3.750	10.000	3.625		1.568	124.090	25.500
12/16/92	9.500	3.938	10.500	3.625		9.250	3.750	10.000	3.625		1.558	123.000	25.500
12/17/92	9.500	3.938	10.500	3.563		9.250	3.813	10.000	3.563		1.558	122.720	25.500
12/18/92	9.375	3.938	10.500	3.563		9.125	3.813	10.000	3.563		1.565	123.200	25.500
12/21/92	9.250	3.938	10.500	3.438		9.063	3.813	10.000	3.500		1.570	123.100	25.470
12/22/92	9.000	3.938	10.500	3.438		8.875	3.813	10.000	3.500		1.590	123.850	25.430
12/23/92	8.938	3.938	11.000	3.438		8.750	3.813	10.500	3.500		1.596	123.860	25.500
12/24/92	8.938	3.938	11.000	3.438		8.750	3.813	10.500	3.500		1.599	123.950	25.470
12/25/92	NA	NA	11.000	NA		NA	NA	10.500	NA		1.599	123.700	25.470
12/28/92	NA	NA	11.000	NA		NA	NA	10.500	NA		1.621	124.950	25.490
12/29/92	8.813	3.938	11.000	3.500		8.688	3.813	10.500	3.563		1.615	124.730	25.550
12/30/92	8.813	3.938	11.000	3.313		8.750	3.813	10.500	3.438		1.618	124.650	25.550
12/31/92	8.813	3.938	NA	3.313		8.750	3.813	NA	3.438		1.621	124.860	25.550
1/4/93	8.875	3.938	NA	3.313		8.813	3.813	NA	3.438		1.639	125.350	25.570
1/5/93	8.875	3.875	NA	3.250		8.688	3.813	NA	3.438		1.626	124.850	25.570
1/6/93	8.813	3.875	NA	3.250		8.625	3.750	NA	3.375		1.635	125.170	25.530
1/7/93	8.750	3.875	NA	3.250		8.625	3.750	NA	3.375		1.638	125.290	25.550
1/8/93	8.688	3.875	NA	3.250		8.563	3.750	NA	3.438		1.647	125.450	25.550
1/11/93	8.688	3.875	NA	3.250		8.500	3.750	NA	3.375		1.636	125.150	25.550
1/12/93	8.688	3.938	NA	3.250		8.563	3.813	NA	3.375		1.632	125.350	25.530
1/13/93	8.688	3.938	NA	3.250		8.563	3.813	NA	3.375		1.632	125.670	25.530
1/14/93	8.688	3.938	NA	3.250		8.500	3.813	NA	3.375		1.624	125.880	25.530
1/15/93	8.688	3.938	NA	3.188		8.375	3.813	NA	3.313		1.636	126.100	25.530
1/18/93	8.688	3.875	NA	3.188		8.438	3.750	NA	3.313		1.617	125.650	25.530
1/19/93	8.688	3.875	NA	3.188		8.438	3.750	NA	3.313		1.609	125.470	25.530
1/20/93	8.688	3.875	NA	3.188		8.500	3.688	NA	3.313		1.604	124.700	25.530
1/21/93	8.688	3.875	NA	3.188		8.500	3.688	NA	3.313		1.614	124.950	25.510
1/22/93	8.688	3.813	NA	3.188		8.500	3.625	NA	3.313		1.591	125.190	25.510
1/25/93	8.688	3.750	10.000	3.188		8.500	3.563	10.000	3.313		1.577	123.350	25.510
